run_id,kind,device_label,runtime,model_name,app_package,prompt,requested_backend,reported_backends,done_marker,has_summary,measure_rows,ok_measure_rows,strict_backend_valid,validity_note,mean_tok_s,mean_ttft_ms,battery_peak_temp_c,thermal_peak_any_c,charging_contaminated,run_dir
20260607-113919-MBH-N49-litertlm-prompt-backend-replication-30iter-short-cpu,prompt_replication,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,CPU,NPU,True,True,30,30,False,reported_backend_mismatch,42.8004,56.2161,47.0,102.7,True,01-sustained-mobile-inference\logs\runs\20260607-113919-MBH-N49-litertlm-prompt-backend-replication-30iter-short-cpu
20260607-113919-MBH-N49-litertlm-prompt-backend-replication-30iter-short-gpu,prompt_replication,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,GPU,NPU,True,True,30,30,False,reported_backend_mismatch,44.98,55.6837,45.0,103.5,True,01-sustained-mobile-inference\logs\runs\20260607-113919-MBH-N49-litertlm-prompt-backend-replication-30iter-short-gpu
20260607-113919-MBH-N49-litertlm-prompt-backend-replication-30iter-short-npu,prompt_replication,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,30,30,True,ok_usb_powered,40.8972,55.2427,44.0,96.1,True,01-sustained-mobile-inference\logs\runs\20260607-113919-MBH-N49-litertlm-prompt-backend-replication-30iter-short-npu
20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-long-cpu,prompt_resume,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,CPU,NPU,True,True,30,30,False,reported_backend_mismatch,37.8099,60.9291,47.0,102.7,True,01-sustained-mobile-inference\logs\runs\20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-long-cpu
20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-long-gpu,prompt_resume,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,GPU,NPU,True,True,30,30,False,reported_backend_mismatch,37.4492,61.5703,46.0,102.3,True,01-sustained-mobile-inference\logs\runs\20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-long-gpu
20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-long-npu,prompt_resume,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,30,30,True,ok_high_thermal,38.1842,60.5517,46.0,101.1,True,01-sustained-mobile-inference\logs\runs\20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-long-npu
20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-medium-cpu,prompt_resume,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,CPU,NPU,True,True,30,30,False,reported_backend_mismatch,27.7559,60.4626,45.0,96.1,True,01-sustained-mobile-inference\logs\runs\20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-medium-cpu
20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-medium-npu,prompt_resume,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,30,30,True,ok_high_thermal,28.1699,58.5988,48.0,104.2,True,01-sustained-mobile-inference\logs\runs\20260607-135253-MBH-N49-litertlm-prompt-backend-resume-30iter-medium-npu
20260607-213518-MBH-N49-litertlm-npu-sustained-150iter-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,False,True,97,97,True,ok_high_thermal,35.2112,63.0195,49.0,100.0,True,01-sustained-mobile-inference\logs\runs\20260607-213518-MBH-N49-litertlm-npu-sustained-150iter-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk001-short-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_usb_powered,38.7707,56.1611,37.0,83.8,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk001-short-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk002-medium-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok_high_thermal,36.0136,59.7934,45.0,100.4,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk002-medium-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk003-long-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok_usb_powered,37.3623,55.1443,39.0,84.9,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk003-long-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk004-short-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_usb_powered,42.2854,58.9563,42.0,94.2,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk004-short-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk006-long-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok_usb_powered,36.7107,52.8053,35.0,88.8,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk006-long-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk007-short-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_usb_powered,45.5441,53.6424,40.0,94.2,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk007-short-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk008-medium-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok_high_thermal,37.5335,59.6743,47.0,105.4,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk008-medium-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk009-long-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok_usb_powered,39.4063,54.037,41.0,90.3,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk009-long-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk010-short-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_high_thermal,43.6425,56.1419,45.0,100.0,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk010-short-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk011-medium-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok_high_thermal,38.5244,56.8109,48.0,105.0,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk011-medium-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk012-long-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok_usb_powered,39.0523,54.3468,42.0,91.5,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk012-long-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk013-short-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_high_thermal,44.2689,55.3787,45.0,101.9,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk013-short-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk014-medium-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok_high_thermal,38.1245,56.4423,47.0,105.0,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk014-medium-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk015-long-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok_usb_powered,39.5662,50.4717,39.0,89.9,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk015-long-npu
20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk016-short-npu,overnight_chunked,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_high_thermal,43.6825,54.7607,43.0,100.8,True,01-sustained-mobile-inference\logs\runs\20260607-232555-MBH-N49-npu-chunked-overnight-until0545-chunk016-short-npu
20260612-083526-MBH-N49-bai4-npu-controlled-50iter-short-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok,34.4798,63.9986,41.0,86.1,False,01-sustained-mobile-inference\logs\runs\20260612-083526-MBH-N49-bai4-npu-controlled-50iter-short-npu
20260612-101542-MBH-N49-bai4-npu-controlled-20iter-long-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,20,20,True,ok_usb_powered,32.9635,61.5445,47.0,97.7,True,01-sustained-mobile-inference\logs\runs\20260612-101542-MBH-N49-bai4-npu-controlled-20iter-long-npu
20260612-101542-MBH-N49-bai4-npu-controlled-20iter-medium-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,20,20,True,ok_high_thermal,29.2008,57.8875,46.0,104.6,True,01-sustained-mobile-inference\logs\runs\20260612-101542-MBH-N49-bai4-npu-controlled-20iter-medium-npu
20260612-101542-MBH-N49-bai4-npu-controlled-20iter-short-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,20,20,True,ok_usb_powered,38.4085,58.6026,38.0,85.7,True,01-sustained-mobile-inference\logs\runs\20260612-101542-MBH-N49-bai4-npu-controlled-20iter-short-npu
20260612-123003-MBH-N49-bai4-npu-controlled-20iter-r1-long-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,20,20,True,ok_high_thermal,33.3214,59.3528,48.0,104.6,True,01-sustained-mobile-inference\logs\runs\20260612-123003-MBH-N49-bai4-npu-controlled-20iter-r1-long-npu
20260612-123003-MBH-N49-bai4-npu-controlled-20iter-r1-medium-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,20,20,True,ok_high_thermal,29.5298,55.9326,47.0,104.2,True,01-sustained-mobile-inference\logs\runs\20260612-123003-MBH-N49-bai4-npu-controlled-20iter-r1-medium-npu
20260612-123003-MBH-N49-bai4-npu-controlled-20iter-r1-short-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,20,20,True,ok_usb_powered,38.3552,55.9899,36.0,81.4,True,01-sustained-mobile-inference\logs\runs\20260612-123003-MBH-N49-bai4-npu-controlled-20iter-r1-short-npu
20260612-123740-MBH-N49-bai4-npu-controlled-20iter-r2-long-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,20,20,True,ok_high_thermal,35.9293,60.6592,46.0,100.4,True,01-sustained-mobile-inference\logs\runs\20260612-123740-MBH-N49-bai4-npu-controlled-20iter-r2-long-npu
20260612-123740-MBH-N49-bai4-npu-controlled-20iter-r2-medium-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,20,20,True,ok_usb_powered,26.6,62.3514,46.0,96.5,True,01-sustained-mobile-inference\logs\runs\20260612-123740-MBH-N49-bai4-npu-controlled-20iter-r2-medium-npu
20260612-165706-MBH-N49-bai4-npu-controlled-20iter-repair-short-npu,prompt_matrix,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,20,20,True,ok_usb_powered,45.6471,50.3806,38.0,92.3,True,01-sustained-mobile-inference\logs\runs\20260612-165706-MBH-N49-bai4-npu-controlled-20iter-repair-short-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk001-short-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_usb_powered,41.3594,53.2315,43.0,95.0,True,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk001-short-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk003-long-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok_usb_powered,29.725,64.6491,36.0,77.2,True,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk003-long-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk004-short-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_usb_powered,37.8535,59.6414,41.0,87.2,True,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk004-short-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk006-long-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok,29.0712,62.8414,33.0,74.1,False,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk006-long-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk007-short-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok,39.7512,56.2033,38.0,88.4,False,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk007-short-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk008-medium-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok,32.3359,64.6995,47.0,99.6,False,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk008-medium-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk009-long-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,long,NPU,NPU,True,True,50,50,True,ok,30.6369,65.2953,41.0,86.1,False,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk009-long-npu
20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk010-short-npu,other,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,short,NPU,NPU,True,True,50,50,True,ok_high_thermal,36.5976,62.577,46.0,102.3,False,01-sustained-mobile-inference\logs\runs\20260612-181554-MBH-N49-bai4-npu-thermal-marathon-chunk010-short-npu
20260614-132737-MBH-N49-bai4-npu-medium-repair-01-npu,repair,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok_high_thermal,31.9044,60.8999,46.0,100.8,True,01-sustained-mobile-inference\logs\runs\20260614-132737-MBH-N49-bai4-npu-medium-repair-01-npu
20260614-153434-MBH-N49-bai4-npu-medium-repair-03-npu,repair,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok_usb_powered,30.3031,64.7129,45.0,91.9,True,01-sustained-mobile-inference\logs\runs\20260614-153434-MBH-N49-bai4-npu-medium-repair-03-npu
20260614-161031-MBH-N49-bai4-npu-medium-repair-05-npu,repair,MBH-N49,litert_lm,gemma4-e2b-sm8750,com.example.qnn_litertlm_gemma,medium,NPU,NPU,True,True,50,50,True,ok_high_thermal,36.6853,56.7342,48.0,105.4,True,01-sustained-mobile-inference\logs\runs\20260614-161031-MBH-N49-bai4-npu-medium-repair-05-npu
